Path,Sample Name,Tissue Category,Cell ID,Total Cells,Tissue Category Area (pixels),Cell Density (per megapixel),Cell X Position,Cell Y Position,"Nucleus DAPI Mean (Normalized Counts, Total Weighting)","Nucleus MYC (Opal 520) Mean (Normalized Counts, Total Weighting)","Nucleus CD20 (Opal 540) Mean (Normalized Counts, Total Weighting)","Nucleus CD163 (Opal 570) Mean (Normalized Counts, Total Weighting)","Nucleus BCL6 (Opal 620) Mean (Normalized Counts, Total Weighting)","Nucleus STING (Opal 650) Mean (Normalized Counts, Total Weighting)","Nucleus BCL2 (Opal 690) Mean (Normalized Counts, Total Weighting)","Nucleus Autofluorescence Mean (Normalized Counts, Total Weighting)","Cytoplasm DAPI Mean (Normalized Counts, Total Weighting)","Cytoplasm MYC (Opal 520) Mean (Normalized Counts, Total Weighting)","Cytoplasm CD20 (Opal 540) Mean (Normalized Counts, Total Weighting)","Cytoplasm CD163 (Opal 570) Mean (Normalized Counts, Total Weighting)","Cytoplasm BCL6 (Opal 620) Mean (Normalized Counts, Total Weighting)","Cytoplasm STING (Opal 650) Mean (Normalized Counts, Total Weighting)","Cytoplasm BCL2 (Opal 690) Mean (Normalized Counts, Total Weighting)","Cytoplasm Autofluorescence Mean (Normalized Counts, Total Weighting)","Membrane DAPI Mean (Normalized Counts, Total Weighting)","Membrane MYC (Opal 520) Mean (Normalized Counts, Total Weighting)","Membrane CD20 (Opal 540) Mean (Normalized Counts, Total Weighting)","Membrane CD163 (Opal 570) Mean (Normalized Counts, Total Weighting)","Membrane BCL6 (Opal 620) Mean (Normalized Counts, Total Weighting)","Membrane STING (Opal 650) Mean (Normalized Counts, Total Weighting)","Membrane BCL2 (Opal 690) Mean (Normalized Counts, Total Weighting)","Membrane Autofluorescence Mean (Normalized Counts, Total Weighting)","Entire Cell DAPI Mean (Normalized Counts, Total Weighting)","Entire Cell MYC (Opal 520) Mean (Normalized Counts, Total Weighting)","Entire Cell CD20 (Opal 540) Mean (Normalized Counts, Total Weighting)","Entire Cell CD163 (Opal 570) Mean (Normalized Counts, Total Weighting)","Entire Cell BCL6 (Opal 620) Mean (Normalized Counts, Total Weighting)","Entire Cell STING (Opal 650) Mean (Normalized Counts, Total Weighting)","Entire Cell BCL2 (Opal 690) Mean (Normalized Counts, Total Weighting)","Entire Cell Autofluorescence Mean (Normalized Counts, Total Weighting)"
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2104,,,,1533,1504,20.657,4.196,0.992,19.991,56.252,12.101,3.847,22.74,7.77,3.588,1.522,14.332,27.289,9.621,4.387,17.975,2.939,3.136,1.5,14.213,17.452,8.649,4.12,15.439,15.774,3.927,1.155,18.189,45.453,11.154,3.972,20.807
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2105,,,,1419,1505,21.717,2.55,6.303,27.532,23.519,5.434,5.288,15.728,10.907,2.713,4.885,31.865,19.047,5.455,4.992,15.877,7.57,2.608,4.544,29.338,20.385,6.054,4.684,16.264,16.105,2.593,5.593,28.744,21.927,5.604,5.076,15.897
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2106,,,,1751,1505,14.41,1.065,2.809,36.745,77.79,13.214,4.087,37.815,4.444,1.198,5.406,27.434,45.731,11.323,4.259,27.735,2.196,1.357,7.323,24.347,29.087,10.718,4.158,21.646,10.131,1.148,4.188,32.552,62.158,12.366,4.134,32.73
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2107,,,,1398,1506,40.263,1.805,5.359,10.664,11.426,5.089,3.6,9.683,8.016,1.233,5.532,10.823,8.436,3.761,3.307,14.372,5.355,1.668,5.911,13.855,10.218,4.971,3.895,12.349,26.557,1.682,5.524,11.486,10.662,4.854,3.629,11.073
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2108,,,,1440,1506,39.519,2.011,2.109,14.777,8.542,8.571,3.383,8.587,12.389,3.008,1.84,16.735,9.312,6.461,3.18,10.682,12.411,2.406,1.804,21.093,13.461,6.114,3.78,11.345,29.329,2.236,1.999,16.595,9.862,7.692,3.456,9.539
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2112,,,,1719,1514,16.143,0.159,26.235,35.686,73.08,7.761,4.663,39.508,6.331,0.498,21.515,29.398,49.916,8.16,4.155,32.438,3.84,0.619,22.707,26.534,37.509,7.784,4.009,27.184,11.04,0.345,24.437,32.067,59.238,7.837,4.394,34.88
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2114,,,,1229,1520,12.031,2.616,2.942,14.221,26.847,5.161,5.695,17.412,3.685,1.901,1.98,13.621,16.39,4.675,4.55,14.235,1.002,1.67,2.28,11.443,14.915,4.136,4.062,12.194,8.296,2.296,2.636,13.549,22.552,4.866,5.158,15.783
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2115,,,,1732,1519,19.66,1.009,5.937,15.164,6.684,6.086,4.611,13.024,7.88,1.216,5.433,21.382,12.574,7.155,4.122,14.947,3.725,0.965,6.555,21.658,15.723,6.825,3.461,15.826,13.773,1.036,5.993,17.817,9.882,6.453,4.251,14.033
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2117,,,,1712,1531,13.856,1.065,11.005,38.184,64.711,11.026,2.046,35.975,2.802,1.334,17.813,32.55,33.981,8.926,2.345,26.173,0.883,1.422,17.047,32.254,22.887,8.516,2.158,20.663,8.812,1.197,13.698,35.758,49.47,10.058,2.132,30.696
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2121,,,,1783,1527,18.767,2.355,8.136,24.592,28.401,8.741,5.329,21.584,9.142,1.164,20.991,46.267,47.466,12.653,4.169,36.531,8.008,1.611,16.211,38.128,31.707,11.313,4.336,29.969,14.272,1.963,12.382,31.73,32.279,10.065,4.872,26.242
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2122,,,,1605,1529,15.863,3.587,2.501,13.504,38.702,8.866,3.049,17.958,3.495,3.021,2.312,10.414,20.52,7.954,2.545,14.712,3.741,3.407,3.347,11.219,22.889,9.829,2.403,16.655,9.9,3.429,2.727,12.243,30.553,8.997,2.76,16.97
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2123,,,,1818,1529,27.376,1.446,8.469,32.655,38.215,9.331,4.557,22.628,13.235,1.061,6.645,25.025,21.937,7.521,2.704,17.324,12.075,0.961,10.462,29.652,34.652,8.938,3.187,23.67,20.905,1.248,8.872,30.803,35.15,8.991,3.907,22.316
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2125,,,,995,1530,20.61,4.278,5.309,19.508,41.873,6.973,7.089,19.761,9.396,3.724,4.634,18.624,26.132,6.818,6.183,16.138,6.007,4.057,3.979,16.817,28.649,7.058,6.757,16.596,15.021,4.13,4.857,18.672,35.896,6.97,6.855,18.354
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2126,,,,1593,1534,10.685,4.327,0.851,19.193,36.05,13.711,2.186,23.118,3.671,3.588,1.565,13.041,17.335,12.075,2.042,18.219,1.534,3.446,1.646,12.73,12.147,12.085,1.918,16.044,7.724,4.031,1.126,16.905,28.25,13.121,2.109,20.915
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2127,,,,1793,1532,20.198,1.92,9.693,36.881,51.32,12.2,4.405,31.321,8.753,1.236,8.702,42.251,43.05,15.283,2.7,32.695,8.67,1.124,13.72,40.436,43.094,13.272,2.903,32.611,16.065,1.647,10.565,38.366,48.359,12.816,3.842,31.794
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2128,,,,1809,1531,32.265,1.533,8.119,32.095,47.797,9.452,3.364,27.81,9.98,0.756,8.99,47.635,47.444,10.617,3.098,32.81,11.51,1.087,7.346,44.669,47.687,11.669,2.764,30.452,24.142,1.317,8.05,37.297,47.722,10.153,3.181,29.141
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2129,,,,985,1532,37.038,3.239,1.03,20.053,63.071,14.302,9.172,26.552,13.232,2.039,0.905,16.179,25.54,11.037,6.901,22.178,6.067,3.356,1.756,16.953,24.706,8.943,7.378,19.395,26.239,3.114,1.195,18.781,48.662,12.543,8.432,24.201
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2130,,,,1834,1533,30.509,0.97,11.196,40.515,45.866,9.99,4.58,28.055,13.515,0.565,4.312,26.95,29.265,6.558,2.66,17.517,14.145,0.76,6.018,26.695,28.789,7.454,3.182,19.189,23.354,0.853,8.727,34.58,38.553,8.773,3.905,23.997
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2131,,,,1047,1534,28.653,2.045,0.278,22.461,78.795,13.591,7.823,32.81,9.564,2.685,1.105,19.204,37.21,9.021,6.468,20.595,9.527,3.392,1.327,20.559,34.743,8.844,6.248,20.396,20.046,2.522,0.71,21.356,59.407,11.485,7.154,27.256
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2132,,,,1620,1542,16.312,2.086,2.887,13.957,34.807,8.762,3.522,18.133,4.195,1.76,8.139,12.856,21.866,6.821,3.095,15.383,2.301,1.632,9.508,12.181,20.964,6.594,2.896,15.802,11.24,1.934,5.194,13.396,29.613,7.965,3.317,17.151
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2133,,,,1764,1532,17.3,0.666,9.024,16.141,39.101,6.119,4.774,21.005,4.529,0.846,15.782,21.904,19.804,6.576,3.554,19.26,1.859,0.73,17.945,26.53,22.649,7.481,2.955,21.401,11.815,0.713,12.078,19.31,32.208,6.48,4.18,20.763
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2134,,,,1057,1535,17.278,3.354,4.266,31.7,62.625,9.019,5.091,26.553,7.341,4.191,3.287,20.723,36.697,7.866,4.901,19.869,6.604,4.163,3.427,19.797,34.133,8.641,5.64,19.368,12.982,3.693,3.897,26.926,51.253,8.738,5.199,23.662
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2136,,,,1828,1537,47.387,2.028,12.394,23.706,30.58,7.552,4.561,21.324,19.752,0.901,8.85,32.915,40.841,8.131,4.047,29.314,20.279,1.242,12.448,27.993,41.817,8.275,4.704,25.344,37.936,1.727,12.164,25.677,34.619,7.793,4.561,23.104
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2138,,,,1609,1542,16.537,0.794,38.97,21.386,57.168,9.272,3.65,36.457,6.627,0.681,33.02,25.282,41.401,9.278,4.088,35.935,5.192,1.43,35.105,14.924,28.084,9.127,3.392,24.427,11.827,0.963,37,20.056,46.46,9.231,3.637,32.878
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2139,,,,1792,1548,12.017,1.051,3.328,46.056,73.289,13.074,2.024,38.282,3.154,1.377,4.858,41.946,45.1,10.575,2.921,28.924,1.689,1.26,12.269,37.706,33.349,9.678,2.916,25.721,8.648,1.145,5.103,43.867,61.302,12.039,2.335,34.418
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2140,,,,1513,1544,26.923,1.741,23.92,12.822,12.134,4.575,4.868,15.221,10.726,1.934,15.017,10.698,11.004,4.131,3.805,12.913,7.376,1.482,24.041,12.701,12.667,4.274,4.356,15.37,20.514,1.705,22.863,12.536,12.117,4.453,4.622,14.974
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2141,,,,1745,1547,19.521,3.363,3.697,14.355,21.012,12.528,2.632,18.675,6.679,2.334,10.047,10.195,13.739,9.161,2.677,14.836,3.301,2.078,10.723,9.039,11.965,8.239,2.726,13.726,13.338,2.871,6.543,12.339,17.54,10.899,2.662,16.805
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2142,,,,911,1546,30.162,4.074,3.846,25.458,63.323,8.671,6.734,21.712,7.487,4.14,6.949,26.325,43.526,7.646,6.423,19.112,4.449,4.395,8.024,27.529,37.228,7.625,6.485,17.561,20.889,4.154,5.256,26.045,54.448,8.277,6.629,20.391
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2143,,,,1841,1542,14.573,0.897,9.348,36.238,50.868,8.983,4.145,27.292,5.909,0.813,3.636,28.289,34.335,8.283,3.339,22.014,6.566,0.769,5.064,27.321,32.959,7.991,3.407,21.027,11.483,0.856,7.525,33.065,44.405,8.659,3.859,25.111
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2145,,,,931,1552,26.557,4.507,1.806,22.56,59.806,11.742,4.809,24.259,7.998,3.895,3.82,17.54,28.841,9.183,4.467,16.971,4.097,3.409,5.814,16.068,22.998,8.292,4.374,14.188,18.375,4.166,3.005,20.265,46.287,10.544,4.654,20.799
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2146,,,,1865,1555,18.026,1.199,4.662,27.757,38.757,7.828,3.909,21.525,6.154,1.191,3.735,20.904,17.07,6.426,3.346,14.406,4.152,1.289,2.799,19.199,15.821,6.143,3.045,13.045,13.371,1.216,4.14,24.959,30.742,7.269,3.646,18.701
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2147,,,,895,1553,28.172,3.477,4.231,23.452,56.232,8.072,7.457,21.302,8.305,3.992,4.352,24.547,39.088,7.187,7.365,16.125,5.148,4.053,3.062,30.298,37.407,7.482,6.79,16.19,19.576,3.696,4,25.133,49.04,7.783,7.296,19.254
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2148,,,,1729,1559,25.569,1.784,4.571,24.48,59.57,9.43,3.465,29.459,8.323,1.573,5.56,13.232,22.082,6.894,2.981,16.81,5.886,1.445,3.863,15.63,21.664,7.67,2.853,16.98,19.755,1.694,4.549,21.458,47.875,8.794,3.29,25.573
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2149,,,,1192,1553,15.573,2.699,2.607,14.774,34.671,6.227,4.75,18.852,5.054,2.103,1.882,12.331,27.462,5.892,4.588,16.207,2.743,2.022,1.733,11.74,24.831,5.739,4.75,15.162,11.94,2.501,2.358,13.921,32.015,6.099,4.725,17.865
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2150,,,,1764,1557,19.397,2.498,5.517,9.735,13.467,9.388,3.395,13.836,9.797,2.388,9.298,9.881,11.806,9.555,3.378,13.823,7.717,2.532,8.469,11.015,13.849,10.093,2.926,15.123,15.447,2.489,6.72,10.031,13.298,9.564,3.292,14.11
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2151,,,,1717,1557,22.287,0.631,1.825,27.199,90.424,12.88,1.655,35.432,11.413,1.923,1.404,22.549,36.052,10.583,1.755,16.151,6.573,1.033,2.658,24.36,41.217,10.471,1.782,22.987,16.288,0.904,2.025,25.798,69.236,11.886,1.705,29.42
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2152,,,,1329,1559,29.751,1.573,8.124,24.802,19.743,5.803,4.788,17.033,8.756,0.576,2.107,13.925,14.784,4.1,3.876,19.334,5.829,0.872,2.124,16.319,10.675,4.411,3.332,12.483,20.573,1.253,5.722,21.09,16.664,5.204,4.278,16.127
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2153,,,,1430,1564,8.441,2.734,0.735,19.418,65.763,12.046,3.106,27.996,6.043,3.223,0.44,13.921,32.624,11.776,2.856,18.359,5.263,3.201,0.626,16.626,40.441,12.119,2.717,21.371,7.487,2.888,0.682,18.248,56.79,12.036,2.994,25.554
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2155,,,,1851,1561,27.681,2.877,3.831,28.911,37.155,8.924,3.942,21.95,12.566,1.78,3.166,32.141,39.959,10.322,3.255,25.543,7.571,1.97,2.402,30.035,29.923,10.084,3.392,21.288,20.675,2.497,3.396,29.668,35.899,9.409,3.709,22.347
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2156,,,,1711,1562,18.3,0.672,1.758,22.817,63.875,12.481,2.814,28.243,8.235,0.483,0.99,17.232,45.251,12.532,2.868,24.033,5.381,0.946,1.232,17.573,23.969,11.375,2.64,18.409,13.574,0.71,1.52,20.687,51.194,12.219,2.778,25.189
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2157,,,,1447,1563,22.067,3.336,1.047,17.617,54.234,11.097,3.917,22.953,7.105,2.529,0.82,14.419,43.097,12.393,3.137,26.599,6.869,3.405,0.858,18.302,54.221,12.425,2.77,24.999,16.643,3.28,0.976,17.507,53.21,11.57,3.539,23.833
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2159,,,,798,1574,37.219,3.878,11.394,24.227,44.701,8.307,7.654,20.043,14.512,3.211,9.266,19.995,30.415,7.097,5.84,18.385,11.762,3.823,8.868,21.682,33.425,7.206,6.587,15.543,28.059,3.768,10.503,23.024,40.026,7.877,7.144,18.769
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2160,,,,1785,1567,13.899,1.288,7.557,12.649,18.141,6.262,3.793,14.471,5.466,1.238,5.787,13.671,13.17,5.593,3.124,12.637,3.802,1.334,10.07,14.461,8.397,5.872,3.256,11.83,10.276,1.29,7.809,13.217,15.176,6.064,3.563,13.586
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2161,,,,1334,1570,30.709,1.859,3.32,13.485,14.124,4.812,3.544,12.053,6.187,1.24,2.253,10.089,12.658,3.453,2.79,16.53,2.918,1.148,2.475,9.924,9.868,3.522,2.808,12.216,18.721,1.554,2.892,11.899,12.739,4.212,3.206,12.977
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2162,,,,1744,1581,18.465,7.748,0.978,15.579,9.704,14.834,2.182,20.341,4.912,4.823,0.736,9.891,9.363,10.25,2.04,14.663,3.099,4.81,0.994,9.6,10.736,10.683,2.162,15.751,13.352,6.727,0.95,13.535,9.883,13.332,2.159,18.6
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2163,,,,1440,1571,13.578,3.438,0.794,23.237,86.137,12.424,2.682,31.747,8.17,3.494,0.841,23.31,70.632,11.864,2.093,29.272,6.844,3.648,0.785,21.442,63.687,12.72,2.699,28.667,11.495,3.494,0.796,22.8,79.389,12.453,2.64,30.794
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2164,,,,1499,1571,10.604,4.377,0.717,21.5,72.491,12.043,1.99,29.021,5.065,4.891,0.33,16.07,38.402,11.707,1.825,22.154,2.667,4.802,0.562,14.554,32.347,11.493,1.772,20.399,8.196,4.542,0.624,19.296,59.306,11.884,1.922,26.265
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2165,,,,1881,1575,13.041,1.656,6.009,39.467,56.045,12.224,2.976,29.642,5.631,1.647,4.938,22.914,25.778,8.102,3.66,16.58,3.486,1.509,3.446,28.691,31.272,9.405,3.179,20.314,9.946,1.623,5.31,34.809,46.447,11.035,3.117,25.791
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2166,,,,897,1578,45.652,3.804,2.342,15.889,32.169,9.319,7.6,15.466,16.411,3.255,1.701,18.612,29.048,8.195,5.918,14.341,8.398,2.95,1.208,20.696,26.597,7.416,4.867,13.32,32.519,3.527,1.991,17.378,30.449,8.72,6.727,14.819
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,2167,,,,1717,1573,16.156,1.294,2.941,24.417,58.604,8.756,3.322,27.293,7.295,1.092,4.253,26.316,46.878,7.347,2.692,24.385,6.418,1.267,3.944,23.003,36.634,7.189,2.899,21.469,12.846,1.261,3.344,24.43,52.46,8.237,3.147,25.703
